img_id,x,y,mat
21,0.79140625,0.305555555555556,0
21,0.0171875,0.291666666666667,0
21,0.4984375,0.304166666666667,0
48,0.17734375,0.477777777777778,0
48,0.52265625,0.451388888888889,0
48,0.821875,0.368055555555556,0
74,0.178125,0.430555555555556,0
74,0.5453125,0.502777777777778,0
74,0.64296875,0.683333333333333,0
125,0.240625,0.325,3
125,0.24453125,0.6125,3
192,0.3109375,0.311111111111111,0
192,0.75546875,0.318055555555556,0
192,0.82734375,0.704166666666667,0
192,0.26875,0.573611111111111,0
210,0.43828125,0.716666666666667,0
210,0.82109375,0.663888888888889,0
210,0.1765625,0.313888888888889,0
210,0.82578125,0.393055555555556,0
238,0.1921875,0.319444444444444,0
238,0.175,0.673611111111111,0
238,0.82578125,0.329166666666667,0
238,0.5734375,0.319444444444444,0
258,0.18203125,0.7125,0
258,0.82109375,0.555555555555556,0
258,0.45234375,0.502777777777778,0
281,0.19296875,0.316666666666667,3
343,0.175,0.319444444444444,0
343,0.45625,0.533333333333333,0
343,0.8203125,0.334722222222222,0
343,0.553125,0.741666666666667,0
343,0.82578125,0.686111111111111,0
343,0.178125,0.3625,0
358,0.71875,0.309722222222222,3
377,0.67890625,0.319444444444444,0
377,0.825,0.311111111111111,0
444,0.17734375,0.320833333333333,0
444,0.8203125,0.320833333333333,0
444,0.465625,0.422222222222222,0
444,0.16328125,0.627777777777778,0
444,0.1734375,0.627777777777778,0
484,0.28984375,0.315277777777778,0
484,0.79375,0.316666666666667,0
484,0.825,0.684722222222222,0
512,0.20546875,0.311111111111111,0
512,0.82421875,0.316666666666667,0
536,0.50859375,0.3125,0
536,0.75859375,0.445833333333333,0
725,0.18125,0.320833333333333,0
725,0.24140625,0.686111111111111,0
746,0.18359375,0.322222222222222,0
746,0.2671875,0.679166666666667,0
746,0.67265625,0.583333333333333,0
785,0.184375,0.484722222222222,0
785,0.37578125,0.555555555555556,0
785,0.6359375,0.3375,0
821,0.18515625,0.405555555555556,0
821,0.21875,0.675,0
821,0.75546875,0.429166666666667,0
821,0.82421875,0.670833333333333,0
826,0.71640625,0.686111111111111,0
826,0.678125,0.316666666666667,0
826,0.821875,0.686111111111111,0
827,0.82421875,0.679166666666667,0
827,0.81953125,0.325,0
827,0.17578125,0.340277777777778,0
827,0.18046875,0.695833333333333,0
827,0.8203125,0.336111111111111,0
827,0.825,0.622222222222222,0
828,0.1796875,0.318055555555556,0
829,0.20390625,0.348611111111111,0
829,0.23515625,0.645833333333333,0
829,0.309375,0.681944444444444,0
829,0.27734375,0.318055555555556,0
830,0.178125,0.701388888888889,0
832,0.17734375,0.680555555555556,0
832,0.18046875,0.319444444444444,0
833,0.46328125,0.322222222222222,0
833,0.47890625,0.676388888888889,0
838,0.44296875,0.322222222222222,0
838,0.4484375,0.676388888888889,0
838,0.20703125,0.691666666666667,0
838,0.19296875,0.375,0
839,0.18515625,0.375,0
839,0.2078125,0.665277777777778,0
840,0.2671875,0.318055555555556,0
840,0.253125,0.669444444444444,0
841,0.18984375,0.325,0
841,0.35,0.681944444444444,0
842,0.24140625,0.330555555555556,0
842,0.27578125,0.663888888888889,0
844,0.175,0.681944444444444,0
845,0.22890625,0.543055555555555,0
845,0.17578125,0.397222222222222,0
846,0.17421875,0.543055555555555,0
847,0.46015625,0.322222222222222,12
847,0.76953125,0.313888888888889,12
849,0.17578125,0.4125,0
849,0.2015625,0.680555555555556,0
851,0.74296875,0.676388888888889,0
851,0.6171875,0.320833333333333,0
851,0.453125,0.323611111111111,0
851,0.525,0.681944444444444,0
852,0.1828125,0.316666666666667,0
852,0.25859375,0.680555555555556,0
858,0.1765625,0.358333333333333,0
858,0.23671875,0.679166666666667,0
860,0.21328125,0.316666666666667,0
860,0.4359375,0.327777777777778,0
862,0.20703125,0.318055555555556,0
862,0.21328125,0.666666666666667,0
862,0.8140625,0.3625,0
862,0.59609375,0.679166666666667,0
863,0.18984375,0.320833333333333,0
863,0.228125,0.698611111111111,0
973,0.17890625,0.319444444444444,0
973,0.5296875,0.315277777777778,0
973,0.8140625,0.3875,0
983,0.17734375,0.520833333333333,0
996,0.17578125,0.372222222222222,0
996,0.22734375,0.672222222222222,0
996,0.63671875,0.683333333333333,0
996,0.80625,0.329166666666667,0
1003,0.1765625,0.319444444444444,0
1023,0.7875,0.545833333333333,0
1023,0.4703125,0.320833333333333,0
1023,0.8203125,0.323611111111111,0
1052,0.41796875,0.318055555555556,0
1052,0.43203125,0.681944444444444,0
1089,0.8203125,0.608333333333333,3
1089,0.66328125,0.623611111111111,3
1089,0.81796875,0.325,3
1089,0.64765625,0.320833333333333,3
1110,0.7921875,0.327777777777778,0
1119,0.31640625,0.322222222222222,3
1119,0.321875,0.479166666666667,3
1119,0.3984375,0.6875,3
1119,0.2484375,0.631944444444444,3
1369,0.175,0.318055555555556,0
1427,0.29765625,0.313888888888889,0
1574,0.8046875,0.369444444444444,0
1602,0.8078125,0.354166666666667,0
1602,0.5515625,0.316666666666667,0
1602,0.17734375,0.320833333333333,0
1661,0.6671875,0.668055555555555,0
1661,0.31875,0.363888888888889,0
1778,0.4765625,0.315277777777778,0
1778,0.2046875,0.359722222222222,0
1813,0.4265625,0.319444444444444,0
1813,0.18671875,0.329166666666667,0
1843,0.18046875,0.322222222222222,0
1843,0.775,0.4875,0
1843,0.634375,0.345833333333333,0
2002,0.1796875,0.326388888888889,0
2002,0.428125,0.383333333333333,0
2042,0.18359375,0.348611111111111,0
2042,0.565625,0.316666666666667,0
2042,0.81796875,0.315277777777778,0
2084,0.1875,0.323611111111111,0
2084,0.203125,0.680555555555556,0
2084,0.3453125,0.405555555555556,0
2377,0.68359375,0.338888888888889,0
2627,0.20859375,0.326388888888889,0
2688,0.184375,0.426388888888889,0
2688,0.47890625,0.322222222222222,0
2774,0.265625,0.320833333333333,0
2805,0.19609375,0.336111111111111,0
2808,0.1859375,0.338888888888889,0
2823,0.67421875,0.544444444444444,0
2824,0.69765625,0.488888888888889,0
2828,0.81640625,0.384722222222222,0
2829,0.36484375,0.313888888888889,0
2830,0.51015625,0.372222222222222,0
2835,0.175,0.329166666666667,0
2836,0.67421875,0.316666666666667,0
2837,0.68359375,0.315277777777778,0
2838,0.49140625,0.313888888888889,0
2838,0.28828125,0.622222222222222,0
2839,0.30625,0.618055555555556,0
2839,0.18984375,0.322222222222222,0
2840,0.66953125,0.3375,0
2842,0.2765625,0.394444444444444,0
2843,0.86875,0.313888888888889,0
2852,0.196875,0.475,0
2854,0.40078125,0.320833333333333,0
2855,0.24609375,0.318055555555556,0
2862,0.65390625,0.468055555555556,0
2864,0.5265625,0.3625,0
2864,0.18046875,0.436111111111111,0
2865,0.225,0.568055555555556,0
2865,0.1921875,0.319444444444444,0
2866,0.44453125,0.348611111111111,0
2868,0.83203125,0.345833333333333,0
2869,0.54765625,0.644444444444444,0
2869,0.4703125,0.488888888888889,0
2869,0.509375,0.326388888888889,0
2870,0.3046875,0.356944444444444,0
2870,0.78359375,0.459722222222222,0
2870,0.4109375,0.697222222222222,0
2870,0.46875,0.323611111111111,0
2871,0.49375,0.319444444444444,0
2871,0.328125,0.659722222222222,0
2871,0.52109375,0.681944444444444,0
2871,0.80625,0.422222222222222,0
2872,0.3328125,0.415277777777778,0
2873,0.4734375,0.655555555555556,0
2873,0.1828125,0.341666666666667,0
2873,0.184375,0.651388888888889,0
2873,0.6703125,0.326388888888889,0
2874,0.2984375,0.475,0
2874,0.42890625,0.320833333333333,0
2875,0.35,0.683333333333333,0
2875,0.81875,0.477777777777778,0
2875,0.5515625,0.331944444444444,0
2876,0.49609375,0.336111111111111,0
2876,0.821875,0.433333333333333,0
2877,0.82109375,0.452777777777778,0
2877,0.18125,0.579166666666667,0
2878,0.51484375,0.336111111111111,0
2879,0.41171875,0.395833333333333,0
2879,0.18671875,0.477777777777778,0
2881,0.18125,0.654166666666667,0
2881,0.8171875,0.333333333333333,0
2881,0.28984375,0.352777777777778,0
2882,0.775,0.679166666666667,0
2883,0.81796875,0.326388888888889,0
2883,0.221875,0.372222222222222,0
2883,0.45703125,0.686111111111111,0
2884,0.17265625,0.543055555555555,0
2885,0.18359375,0.347222222222222,0
2885,0.4234375,0.661111111111111,0
2886,0.18046875,0.448611111111111,0
2892,0.4890625,0.331944444444444,0
2892,0.49453125,0.677777777777778,0
2893,0.625,0.352777777777778,0
2893,0.71875,0.633333333333333,0
2893,0.8234375,0.368055555555556,0
2894,0.3609375,0.330555555555556,0
2894,0.2015625,0.526388888888889,0
2895,0.45390625,0.373611111111111,0
2898,0.178125,0.330555555555556,0
2898,0.54609375,0.377777777777778,0
2899,0.1765625,0.411111111111111,0
2899,0.81796875,0.352777777777778,0
2900,0.8125,0.325,0
2901,0.33359375,0.509722222222222,0
2901,0.821875,0.355555555555556,0
2902,0.1921875,0.580555555555556,0
2902,0.56796875,0.351388888888889,0
2902,0.3,0.322222222222222,0
2903,0.39296875,0.330555555555556,0
2903,0.41484375,0.680555555555556,0
2906,0.17421875,0.327777777777778,0
2906,0.18671875,0.672222222222222,0
2906,0.53828125,0.630555555555556,0
2907,0.63125,0.444444444444444,0
2907,0.178125,0.675,0
2908,0.4390625,0.473611111111111,0
2908,0.4453125,0.681944444444444,0
2909,0.24609375,0.338888888888889,0
2911,0.1796875,0.676388888888889,0
2911,0.3671875,0.327777777777778,0
2911,0.396875,0.681944444444444,0
2912,0.184375,0.344444444444444,0
2913,0.384375,0.343055555555556,0
2913,0.38046875,0.666666666666667,0
2913,0.18828125,0.491666666666667,0
2914,0.434375,0.379166666666667,0
2914,0.2484375,0.672222222222222,0
2914,0.45234375,0.675,0
2915,0.415625,0.351388888888889,0
2915,0.43515625,0.6625,0
2915,0.84296875,0.566666666666667,0
2916,0.1796875,0.351388888888889,0
2916,0.1828125,0.658333333333333,0
2916,0.61484375,0.559722222222222,0
2917,0.509375,0.625,0
2918,0.17890625,0.648611111111111,0
2918,0.1796875,0.336111111111111,0
2918,0.796875,0.683333333333333,0
2919,0.1796875,0.461111111111111,0
2919,0.7734375,0.644444444444444,0
2920,0.40390625,0.441666666666667,0
2920,0.79140625,0.670833333333333,0
2921,0.1828125,0.325,0
2921,0.25546875,0.680555555555556,0
2921,0.353125,0.586111111111111,0
2922,0.17890625,0.654166666666667,0
2922,0.2171875,0.356944444444444,0
2925,0.259375,0.390277777777778,0
2926,0.42734375,0.679166666666667,0
2926,0.33359375,0.352777777777778,0
2927,0.54296875,0.330555555555556,0
2928,0.17734375,0.333333333333333,0
2928,0.41015625,0.372222222222222,0
2929,0.19375,0.6625,0
2929,0.1921875,0.352777777777778,0
2992,0.18671875,0.477777777777778,0
2992,0.61171875,0.661111111111111,0
2992,0.81015625,0.329166666666667,0
2993,0.81875,0.345833333333333,0
2993,0.815625,0.663888888888889,0
2994,0.759375,0.379166666666667,0
3023,0.72109375,0.423611111111111,0
3023,0.1890625,0.490277777777778,0
3023,0.209375,0.330555555555556,0
3023,0.721875,0.672222222222222,0
3023,0.41953125,0.570833333333333,0
3023,0.43515625,0.351388888888889,0
3024,0.3,0.322222222222222,0
3024,0.60546875,0.358333333333333,0
3024,0.75625,0.4125,0
3025,0.771875,0.480555555555556,0
3025,0.36875,0.343055555555556,0
3025,0.23046875,0.441666666666667,0
3027,0.43203125,0.419444444444444,0
3030,0.7203125,0.569444444444444,0
3030,0.73984375,0.326388888888889,0
3031,0.81640625,0.355555555555556,0
3031,0.77109375,0.65,0
847,0.59921875,0.502777777777778,1
847,0.7734375,0.476388888888889,1
847,0.79453125,0.741666666666667,1
847,0.640625,0.755555555555556,1
848,0.871875,0.638888888888889,1
855,0.79765625,0.843055555555556,1
855,0.79375,0.654166666666667,1
855,0.88203125,0.831944444444444,1
856,0.6625,0.758333333333333,1
856,0.79765625,0.768055555555556,1
856,0.778125,0.888888888888889,1
856,0.73671875,0.684722222222222,1
857,0.75,0.686111111111111,1
857,0.8234375,0.6875,1
858,0.803125,0.638888888888889,1
858,0.7421875,0.658333333333333,1
858,0.790625,0.676388888888889,1
859,0.59296875,0.513888888888889,1
859,0.7609375,0.477777777777778,1
859,0.79609375,0.686111111111111,1
859,0.63203125,0.683333333333333,1
860,0.57421875,0.625,1
860,0.79296875,0.608333333333333,1
861,0.7890625,0.65,1
861,0.4609375,0.688888888888889,1
2896,0.7671875,0.722222222222222,1
2942,0.63046875,0.320833333333333,1
2942,0.5546875,0.3875,1
2945,0.41953125,0.315277777777778,1
2945,0.609375,0.323611111111111,1
2961,0.33984375,0.477777777777778,1
2961,0.446875,0.543055555555555,1
2961,0.28359375,0.675,1
2961,0.42890625,0.698611111111111,1
2963,0.34296875,0.415277777777778,1
2964,0.5859375,0.458333333333333,1
2942,0.58359375,0.306944444444444,1
2942,0.55390625,0.383333333333333,1
2942,0.640625,0.370833333333333,1
2945,0.42109375,0.319444444444444,1
2945,0.4859375,0.319444444444444,1
2945,0.6015625,0.329166666666667,1
2959,0.48671875,0.431944444444444,1
2959,0.1875,0.444444444444444,1
2959,0.17890625,0.681944444444444,1
2959,0.5046875,0.683333333333333,1
2959,0.4015625,0.6,1
2960,0.4984375,0.408333333333333,1
2960,0.23203125,0.365277777777778,1
2960,0.1734375,0.4625,1
2960,0.46171875,0.654166666666667,1
2961,0.44921875,0.555555555555556,1
2961,0.3125,0.505555555555556,1
2961,0.29296875,0.658333333333333,1
2961,0.3828125,0.686111111111111,1
2962,0.28671875,0.336111111111111,1
2962,0.5296875,0.429166666666667,1
2962,0.4828125,0.618055555555556,1
2962,0.31171875,0.581944444444444,1
2963,0.31171875,0.334722222222222,1
2963,0.390625,0.358333333333333,1
2963,0.34375,0.679166666666667,1
2964,0.5875,0.461111111111111,1
3017,0.5296875,0.656944444444444,1
